id;name;geoid;geoname;value;datetime
1293;Demanda real;;;22179.917;2025-10-31T01:00:00+01:00
1293;Demanda real;;;21269.833;2025-10-31T02:00:00+01:00
1293;Demanda real;;;20844.667;2025-10-31T03:00:00+01:00
1293;Demanda real;;;20647.167;2025-10-31T04:00:00+01:00
1293;Demanda real;;;21130.75;2025-10-31T05:00:00+01:00
1293;Demanda real;;;23587.0;2025-10-31T06:00:00+01:00
1293;Demanda real;;;27021.417;2025-10-31T07:00:00+01:00
1293;Demanda real;;;28265.25;2025-10-31T08:00:00+01:00
1293;Demanda real;;;28296.417;2025-10-31T09:00:00+01:00
1293;Demanda real;;;28050.167;2025-10-31T10:00:00+01:00
1293;Demanda real;;;27913.583;2025-10-31T11:00:00+01:00
1293;Demanda real;;;27916.417;2025-10-31T12:00:00+01:00
1293;Demanda real;;;28344.0;2025-10-31T13:00:00+01:00
1293;Demanda real;;;28286.833;2025-10-31T14:00:00+01:00
1293;Demanda real;;;27860.5;2025-10-31T15:00:00+01:00
1293;Demanda real;;;27790.0;2025-10-31T16:00:00+01:00
1293;Demanda real;;;28472.417;2025-10-31T17:00:00+01:00
1293;Demanda real;;;29935.083;2025-10-31T18:00:00+01:00
1293;Demanda real;;;30231.833;2025-10-31T19:00:00+01:00
1293;Demanda real;;;29879.917;2025-10-31T20:00:00+01:00
1293;Demanda real;;;29032.833;2025-10-31T21:00:00+01:00
1293;Demanda real;;;26574.5;2025-10-31T22:00:00+01:00
1293;Demanda real;;;24510.25;2025-10-31T23:00:00+01:00
